,former,,,,,,forecast,,,,,
Date,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
3/10/2015,4376.029785,4381.620117,4329.080078,4329.080078,4329.080078,1876010000,4336.049805,4342.870117,4304.279785,4305.379883,4305.379883,1846020000
3/11/2015,4336.049805,4342.870117,4304.279785,4305.379883,4305.379883,1846020000,4302.72998,4339.200195,4300.870117,4336.22998,4336.22998,1855110000
3/12/2015,4302.72998,4339.200195,4300.870117,4336.22998,4336.22998,1855110000,4328.089844,4347.870117,4289.299805,4314.899902,4314.899902,1851410000
3/13/2015,4328.089844,4347.870117,4289.299805,4314.899902,4314.899902,1851410000,4338.290039,4371.459961,4327.27002,4370.470215,4370.470215,1713480000
3/16/2015,4338.290039,4371.459961,4327.27002,4370.470215,4370.470215,1713480000,4355.830078,4384.97998,4349.689941,4375.629883,4375.629883,1724370000
3/17/2015,4355.830078,4384.97998,4349.689941,4375.629883,4375.629883,1724370000,4366.799805,4440.490234,4344.490234,4422.5,4422.5,1983570000
3/18/2015,4366.799805,4440.490234,4344.490234,4422.5,4422.5,1983570000,4424.790039,4440.009766,4419.839844,4426.819824,4426.819824,1674970000
3/19/2015,4424.790039,4440.009766,4419.839844,4426.819824,4426.819824,1674970000,4468.290039,4478.680176,4456.410156,4458.540039,4458.540039,2825670000
3/20/2015,4468.290039,4478.680176,4456.410156,4458.540039,4458.540039,2825670000,4454.149902,4466.339844,4445.52002,4445.540039,4445.540039,1608880000
3/23/2015,4454.149902,4466.339844,4445.52002,4445.540039,4445.540039,1608880000,4444.390137,4467.790039,4430.970215,4430.990234,4430.990234,1611670000
3/24/2015,4444.390137,4467.790039,4430.970215,4430.990234,4430.990234,1611670000,4437.379883,4442.540039,4329.290039,4329.290039,4329.290039,2219520000
3/25/2015,4437.379883,4442.540039,4329.290039,4329.290039,4329.290039,2219520000,4288.160156,4340.160156,4280.950195,4315.259766,4315.259766,2004960000
3/26/2015,4288.160156,4340.160156,4280.950195,4315.259766,4315.259766,2004960000,4314.600098,4342.930176,4309.52002,4332.859863,4332.859863,1678650000
3/27/2015,4314.600098,4342.930176,4309.52002,4332.859863,4332.859863,1678650000,4359.779785,4384.180176,4359.779785,4382.819824,4382.819824,1778520000
3/30/2015,4359.779785,4384.180176,4359.779785,4382.819824,4382.819824,1778520000,4364.140137,4377.359863,4333.689941,4333.689941,4333.689941,1837660000
3/31/2015,4364.140137,4377.359863,4333.689941,4333.689941,4333.689941,1837660000,4328.169922,4334.560059,4284.060059,4311.259766,4311.259766,1874960000
4/01/2015,4328.169922,4334.560059,4284.060059,4311.259766,4311.259766,1874960000,4316.240234,4327.790039,4302.490234,4316.009766,4316.009766,1563670000
4/02/2015,4316.240234,4327.790039,4302.490234,4316.009766,4316.009766,1563670000,4286.160156,4361.560059,4283.910156,4350.97998,4350.97998,1737560000
4/06/2015,4286.160156,4361.560059,4283.910156,4350.97998,4350.97998,1737560000,4349.299805,4379.410156,4343.740234,4344.080078,4344.080078,1572940000
4/07/2015,4349.299805,4379.410156,4343.740234,4344.080078,4344.080078,1572940000,4345.22998,4382.819824,4345.089844,4375.959961,4375.959961,1714210000
4/08/2015,4345.22998,4382.819824,4345.089844,4375.959961,4375.959961,1714210000,4375.779785,4405.649902,4361.22998,4403.950195,4403.950195,1729750000
4/09/2015,4375.779785,4405.649902,4361.22998,4403.950195,4403.950195,1729750000,4402.02002,4422.629883,4394.379883,4422.02002,4422.02002,244120000
4/10/2015,4402.02002,4422.629883,4394.379883,4422.02002,4422.02002,244120000,4428.129883,4448.200195,4407.069824,4409.209961,4409.209961,1544190000
4/13/2015,4428.129883,4448.200195,4407.069824,4409.209961,4409.209961,1544190000,4409.290039,4418.870117,4375.109863,4397.640137,4397.640137,1571360000
4/14/2015,4409.290039,4418.870117,4375.109863,4397.640137,4397.640137,1571360000,4409.740234,4435.279785,4406.040039,4424.529785,4424.529785,1795530000
4/15/2015,4409.740234,4435.279785,4406.040039,4424.529785,4424.529785,1795530000,4412.149902,4427.220215,4408.959961,4418.830078,4418.830078,1662850000
4/16/2015,4412.149902,4427.220215,4408.959961,4418.830078,4418.830078,1662850000,4379.629883,4390.310059,4333.109863,4351.799805,4351.799805,1985190000
4/17/2015,4379.629883,4390.310059,4333.109863,4351.799805,4351.799805,1985190000,4373.649902,4423.879883,4373.089844,4417.399902,4417.399902,1646340000
4/20/2015,4373.649902,4423.879883,4373.089844,4417.399902,4417.399902,1646340000,4444.5,4448.680176,4430.97998,4435.97998,4435.97998,1721260000
4/21/2015,4444.5,4448.680176,4430.97998,4435.97998,4435.97998,1721260000,4448.580078,4466.839844,4419.350098,4460.810059,4460.810059,1696380000
4/22/2015,4448.580078,4466.839844,4419.350098,4460.810059,4460.810059,1696380000,4445.169922,4496.080078,4444.290039,4477.069824,4477.069824,1858620000
4/23/2015,4445.169922,4496.080078,4444.290039,4477.069824,4477.069824,1858620000,4529.72998,4543.640137,4517.879883,4536.779785,4536.779785,1895150000
4/24/2015,4529.72998,4543.640137,4517.879883,4536.779785,4536.779785,1895150000,4548.509766,4562.330078,4516.330078,4525.040039,4525.040039,2172470000
4/27/2015,4548.509766,4562.330078,4516.330078,4525.040039,4525.040039,2172470000,4529.410156,4537.149902,4479.009766,4515.27002,4515.27002,2032500000
4/28/2015,4529.410156,4537.149902,4479.009766,4515.27002,4515.27002,2032500000,4490.569824,4517.009766,4463.97998,4488.149902,4488.149902,1871300000
4/29/2015,4490.569824,4517.009766,4463.97998,4488.149902,4488.149902,1871300000,4459.22998,4480.359863,4395.100098,4414.25,4414.25,2269290000
4/30/2015,4459.22998,4480.359863,4395.100098,4414.25,4414.25,2269290000,4437.700195,4479.060059,4435.240234,4479.060059,4479.060059,1854400000
5/01/2015,4437.700195,4479.060059,4435.240234,4479.060059,4479.060059,1854400000,4491.189941,4510.470215,4480.850098,4482.609863,4482.609863,1668200000
5/04/2015,4491.189941,4510.470215,4480.850098,4482.609863,4482.609863,1668200000,4464.209961,4472.22998,4407.27002,4409.390137,4409.390137,2069490000
5/05/2015,4464.209961,4472.22998,4407.27002,4409.390137,4409.390137,2069490000,4420.299805,4429.959961,4349.930176,4379.75,4379.75,2144620000
5/06/2015,4420.299805,4429.959961,4349.930176,4379.75,4379.75,2144620000,4377.810059,4413.72998,4373.290039,4401.549805,4401.549805,2042960000
5/07/2015,4377.810059,4413.72998,4373.290039,4401.549805,4401.549805,2042960000,4445,4466.169922,4441.72998,4458.649902,4458.649902,1978760000
5/08/2015,4445,4466.169922,4441.72998,4458.649902,4458.649902,1978760000,4457.620117,4468.75,4437.529785,4438.640137,4438.640137,1731390000
5/11/2015,4457.620117,4468.75,4437.529785,4438.640137,4438.640137,1731390000,4412.819824,4441.399902,4380.52002,4420.649902,4420.649902,1705870000
5/12/2015,4412.819824,4441.399902,4380.52002,4420.649902,4420.649902,1705870000,4436.080078,4460.540039,4421.75,4426.560059,4426.560059,1672260000
5/13/2015,4436.080078,4460.540039,4421.75,4426.560059,4426.560059,1672260000,4461.069824,4496.25,4448.379883,4495.040039,4495.040039,1741970000
5/14/2015,4461.069824,4496.25,4448.379883,4495.040039,4495.040039,1741970000,4505.390137,4509.129883,4482.549805,4494.290039,4494.290039,1667260000
5/15/2015,4505.390137,4509.129883,4482.549805,4494.290039,4494.290039,1667260000,4487.140137,4521.009766,4483.759766,4512.950195,4512.950195,1643870000
5/18/2015,4487.140137,4521.009766,4483.759766,4512.950195,4512.950195,1643870000,4514.669922,4521.850098,4498.529785,4503.720215,4503.720215,1750980000
5/19/2015,4514.669922,4521.850098,4498.529785,4503.720215,4503.720215,1750980000,4505.589844,4533.919922,4484.52002,4505.299805,4505.299805,1786830000
5/20/2015,4505.589844,4533.919922,4484.52002,4505.299805,4505.299805,1786830000,4499.419922,4537.279785,4495.390137,4529.470215,4529.470215,1683670000
5/21/2015,4499.419922,4537.279785,4495.390137,4529.470215,4529.470215,1683670000,4522.859863,4542.459961,4522.609863,4527.160156,4527.160156,1544920000
5/22/2015,4522.859863,4542.459961,4522.609863,4527.160156,4527.160156,1544920000,4516.629883,4521.850098,4456.759766,4472.959961,4472.959961,1731950000
5/26/2015,4516.629883,4521.850098,4456.759766,4472.959961,4472.959961,1731950000,4488.049805,4551.529785,4479.740234,4546.060059,4546.060059,1809550000
5/27/2015,4488.049805,4551.529785,4479.740234,4546.060059,4546.060059,1809550000,4537.47998,4548.240234,4523.549805,4535.660156,4535.660156,1741420000
5/28/2015,4537.47998,4548.240234,4523.549805,4535.660156,4535.660156,1741420000,4532.149902,4539.569824,4499.649902,4508.25,4508.25,2024170000
5/29/2015,4532.149902,4539.569824,4499.649902,4508.25,4508.25,2024170000,4530.029785,4535.430176,4488.169922,4521.850098,4521.850098,1902120000
6/01/2015,4530.029785,4535.430176,4488.169922,4521.850098,4521.850098,1902120000,4503.759766,4531.080078,4486.189941,4508.890137,4508.890137,1729750000
6/02/2015,4503.759766,4531.080078,4486.189941,4508.890137,4508.890137,1729750000,4531.040039,4539.350098,4512.439941,4519.859863,4519.859863,1852680000
6/03/2015,4531.040039,4539.350098,4512.439941,4519.859863,4519.859863,1852680000,4501.72998,4526.209961,4475.049805,4487.029785,4487.029785,1813960000
6/04/2015,4501.72998,4526.209961,4475.049805,4487.029785,4487.029785,1813960000,4483.430176,4493.430176,4452.319824,4477.189941,4477.189941,1842890000
6/05/2015,4483.430176,4493.430176,4452.319824,4477.189941,4477.189941,1842890000,4476.689941,4477.830078,4423.799805,4431.509766,4431.509766,1712210000
6/08/2015,4476.689941,4477.830078,4423.799805,4431.509766,4431.509766,1712210000,4421.02002,4441.620117,4392.450195,4427.609863,4427.609863,1754340000
6/09/2015,4421.02002,4441.620117,4392.450195,4427.609863,4427.609863,1754340000,4440.540039,4497.509766,4435.290039,4485.459961,4485.459961,1792980000
6/10/2015,4440.540039,4497.509766,4435.290039,4485.459961,4485.459961,1792980000,4498.490234,4511.319824,4483.839844,4488.470215,4488.470215,1623950000
6/11/2015,4498.490234,4511.319824,4483.839844,4488.470215,4488.470215,1623950000,4467.379883,4476.209961,4449.209961,4453.790039,4453.790039,1428900000
6/12/2015,4467.379883,4476.209961,4449.209961,4453.790039,4453.790039,1428900000,4416.140137,4437.970215,4396.129883,4432.919922,4432.919922,1790280000
6/15/2015,4416.140137,4437.970215,4396.129883,4432.919922,4432.919922,1790280000,4428.299805,4463.200195,4426.189941,4455.899902,4455.899902,1654820000
6/16/2015,4428.299805,4463.200195,4426.189941,4455.899902,4455.899902,1654820000,4465.169922,4482.27002,4441.339844,4468.97998,4468.97998,1712820000
6/17/2015,4465.169922,4482.27002,4441.339844,4468.97998,4468.97998,1712820000,4483.609863,4540.689941,4483.609863,4531.850098,4531.850098,1877920000
6/18/2015,4483.609863,4540.689941,4483.609863,4531.850098,4531.850098,1877920000,4538.709961,4539.490234,4511.209961,4513.419922,4513.419922,2468310000
6/19/2015,4538.709961,4539.490234,4511.209961,4513.419922,4513.419922,2468310000,4541.850098,4557.97998,4534.759766,4544.040039,4544.040039,1619970000
6/22/2015,4541.850098,4557.97998,4534.759766,4544.040039,4544.040039,1619970000,4549.52002,4551.77002,4529.990234,4548.740234,4548.740234,1613540000
6/23/2015,4549.52002,4551.77002,4529.990234,4548.740234,4548.740234,1613540000,4542.069824,4561.640137,4523.899902,4524.600098,4524.600098,1628800000
6/24/2015,4542.069824,4561.640137,4523.899902,4524.600098,4524.600098,1628800000,4540.399902,4546.149902,4508.660156,4514.009766,4514.009766,1614760000
6/25/2015,4540.399902,4546.149902,4508.660156,4514.009766,4514.009766,1614760000,4514.370117,4523.970215,4469.22998,4484.279785,4484.279785,3843810000
6/26/2015,4514.370117,4523.970215,4469.22998,4484.279785,4484.279785,3843810000,4433.109863,4460.080078,4377.22998,4379.870117,4379.870117,2025580000
6/29/2015,4433.109863,4460.080078,4377.22998,4379.870117,4379.870117,2025580000,4414.859863,4420.5,4381.939941,4396.759766,4396.759766,2034430000
6/30/2015,4414.859863,4420.5,4381.939941,4396.759766,4396.759766,2034430000,4433.790039,4445.899902,4409.419922,4429.22998,4429.22998,1814560000
7/01/2015,4433.790039,4445.899902,4409.419922,4429.22998,4429.22998,1814560000,4440.169922,4445.830078,4417.47998,4433.390137,4433.390137,1490810000
7/02/2015,4440.169922,4445.830078,4417.47998,4433.390137,4433.390137,1490810000,4394.439941,4444.410156,4394.439941,4418.660156,4418.660156,1741500000
7/06/2015,4394.439941,4444.410156,4394.439941,4418.660156,4418.660156,1741500000,4422.75,4434.910156,4344.149902,4429.060059,4429.060059,2132080000
7/07/2015,4422.75,4434.910156,4344.149902,4429.060059,4429.060059,2132080000,4392.509766,4403.129883,4346.419922,4351.580078,4351.580078,1931520000
7/08/2015,4392.509766,4403.129883,4346.419922,4351.580078,4351.580078,1931520000,4410.27002,4414.430176,4351.509766,4352.029785,4352.029785,1861600000
7/09/2015,4410.27002,4414.430176,4351.509766,4352.029785,4352.029785,1861600000,4405.990234,4434.109863,4394.009766,4420.149902,4420.149902,1590230000
7/10/2015,4405.990234,4434.109863,4394.009766,4420.149902,4420.149902,1590230000,4457.759766,4498.740234,4456.540039,4494.470215,4494.470215,1694140000
7/13/2015,4457.759766,4498.740234,4456.540039,4494.470215,4494.470215,1694140000,4503.200195,4537.209961,4500.660156,4523.470215,4523.470215,1682660000
7/14/2015,4503.200195,4537.209961,4500.660156,4523.470215,4523.470215,1682660000,4531.319824,4547.180176,4517.399902,4528.359863,4528.359863,1691350000
7/15/2015,4531.319824,4547.180176,4517.399902,4528.359863,4528.359863,1691350000,4567.060059,4595.02002,4558.319824,4594.899902,4594.899902,1823530000
7/16/2015,4567.060059,4595.02002,4558.319824,4594.899902,4594.899902,1823530000,4635.47998,4661.600098,4624.680176,4661.600098,4661.600098,1854450000
7/17/2015,4635.47998,4661.600098,4624.680176,4661.600098,4661.600098,1854450000,4670.22998,4694.129883,4657.97998,4679.680176,4679.680176,1814180000
7/20/2015,4670.22998,4694.129883,4657.97998,4679.680176,4679.680176,1814180000,4679.540039,4686.359863,4661.759766,4674.410156,4674.410156,1774570000
7/21/2015,4679.540039,4686.359863,4661.759766,4674.410156,4674.410156,1774570000,4604.970215,4643.830078,4604.529785,4623.240234,4623.240234,2035730000
7/22/2015,4604.970215,4643.830078,4604.529785,4623.240234,4623.240234,2035730000,4627.560059,4641.580078,4592.490234,4602.830078,4602.830078,2003310000
7/23/2015,4627.560059,4641.580078,4592.490234,4602.830078,4602.830078,2003310000,4630.950195,4632.060059,4552.399902,4557.370117,4557.370117,2004380000
7/24/2015,4630.950195,4632.060059,4552.399902,4557.370117,4557.370117,2004380000,4530.370117,4551.990234,4511.919922,4519.089844,4519.089844,1935470000
7/27/2015,4530.370117,4551.990234,4511.919922,4519.089844,4519.089844,1935470000,4539.470215,4568.790039,4506.189941,4560.22998,4560.22998,2025110000
7/28/2015,4539.470215,4568.790039,4506.189941,4560.22998,4560.22998,2025110000,4570.5,4586.779785,4552.759766,4581.600098,4581.600098,1898100000
7/29/2015,4570.5,4586.779785,4552.759766,4581.600098,4581.600098,1898100000,4570.77002,4606.649902,4540.97998,4598.589844,4598.589844,1908480000
7/30/2015,4570.77002,4606.649902,4540.97998,4598.589844,4598.589844,1908480000,4616.47998,4616.47998,4584.220215,4588.910156,4588.910156,1926360000
7/31/2015,4616.47998,4616.47998,4584.220215,4588.910156,4588.910156,1926360000,4595.259766,4607.52002,4549.600098,4580.459961,4580.459961,1790080000
8/03/2015,4595.259766,4607.52002,4549.600098,4580.459961,4580.459961,1790080000,4573.25,4584.450195,4551.899902,4567.470215,4567.470215,1819700000
8/04/2015,4573.25,4584.450195,4551.899902,4567.470215,4567.470215,1819700000,4592.810059,4634.700195,4590.189941,4602.240234,4602.240234,2041490000
8/05/2015,4592.810059,4634.700195,4590.189941,4602.240234,4602.240234,2041490000,4608.689941,4612.620117,4508.299805,4528.509766,4528.509766,2290950000
8/06/2015,4608.689941,4612.620117,4508.299805,4528.509766,4528.509766,2290950000,4519.359863,4532.459961,4485.5,4520.080078,4520.080078,2008360000
8/07/2015,4519.359863,4532.459961,4485.5,4520.080078,4520.080078,2008360000,4558.680176,4583.629883,4554.629883,4573.109863,4573.109863,1784930000
8/10/2015,4558.680176,4583.629883,4554.629883,4573.109863,4573.109863,1784930000,4548.75,4567.689941,4491.060059,4513.990234,4513.990234,1912340000
8/11/2015,4548.75,4567.689941,4491.060059,4513.990234,4513.990234,1912340000,4475.910156,4539.180176,4436.540039,4528.189941,4528.189941,2089460000
8/12/2015,4475.910156,4539.180176,4436.540039,4528.189941,4528.189941,2089460000,4536.959961,4556.140137,4514.450195,4519.319824,4519.319824,1632340000
8/13/2015,4536.959961,4556.140137,4514.450195,4519.319824,4519.319824,1632340000,4512.879883,4536.200195,4503.830078,4530.740234,4530.740234,1487630000
8/14/2015,4512.879883,4536.200195,4503.830078,4530.740234,4530.740234,1487630000,4516.879883,4568.589844,4507.97998,4566.370117,4566.370117,1510790000
8/17/2015,4516.879883,4568.589844,4507.97998,4566.370117,4566.370117,1510790000,4556.22998,4562.149902,4536.049805,4542.069824,4542.069824,1501540000
8/18/2015,4556.22998,4562.149902,4536.049805,4542.069824,4542.069824,1501540000,4525.319824,4550.669922,4486.109863,4510.899902,4510.899902,1785420000
8/19/2015,4525.319824,4550.669922,4486.109863,4510.899902,4510.899902,1785420000,4467.790039,4484.359863,4385.129883,4385.129883,4385.129883,2087000000
8/20/2015,4467.790039,4484.359863,4385.129883,4385.129883,4385.129883,2087000000,4313.189941,4361.319824,4197.27002,4197.27002,4197.27002,2768540000
8/21/2015,4313.189941,4361.319824,4197.27002,4197.27002,4197.27002,2768540000,3847.120117,4199.790039,3787.22998,4038.600098,4038.600098,3498840000
8/24/2015,3847.120117,4199.790039,3787.22998,4038.600098,4038.600098,3498840000,4187.279785,4207.379883,4015.909912,4016.320068,4016.320068,2612800000
8/25/2015,4187.279785,4207.379883,4015.909912,4016.320068,4016.320068,2612800000,4141.240234,4227.859863,4052.540039,4219.600098,4219.600098,2631660000
8/26/2015,4141.240234,4227.859863,4052.540039,4219.600098,4219.600098,2631660000,4281.629883,4328.990234,4231.140137,4324.819824,4324.819824,2358880000
8/27/2015,4281.629883,4328.990234,4231.140137,4324.819824,4324.819824,2358880000,4307.049805,4340.700195,4295.560059,4329.120117,4329.120117,1936540000
8/28/2015,4307.049805,4340.700195,4295.560059,4329.120117,4329.120117,1936540000,4299.879883,4324.740234,4262.089844,4274.580078,4274.580078,1839010000
8/31/2015,4299.879883,4324.740234,4262.089844,4274.580078,4274.580078,1839010000,4177.939941,4229.310059,4121.830078,4142.629883,4142.629883,2253750000
9/01/2015,4177.939941,4229.310059,4121.830078,4142.629883,4142.629883,2253750000,4207.680176,4256.22998,4166.080078,4256.22998,4256.22998,1929080000
9/02/2015,4207.680176,4256.22998,4166.080078,4256.22998,4256.22998,1929080000,4267.339844,4300.299805,4222.379883,4234.649902,4234.649902,1803320000
9/03/2015,4267.339844,4300.299805,4222.379883,4234.649902,4234.649902,1803320000,4175.620117,4210.810059,4160.430176,4184.720215,4184.720215,1574720000
9/04/2015,4175.620117,4210.810059,4160.430176,4184.720215,4184.720215,1574720000,4267.399902,4306.5,4247.140137,4303.529785,4303.529785,1765600000
9/08/2015,4267.399902,4306.5,4247.140137,4303.529785,4303.529785,1765600000,4346.359863,4352.959961,4242.470215,4253.450195,4253.450195,1963750000
9/09/2015,4346.359863,4352.959961,4242.470215,4253.450195,4253.450195,1963750000,4248.47998,4326.77002,4243.689941,4296.299805,4296.299805,1845770000
9/10/2015,4248.47998,4326.77002,4243.689941,4296.299805,4296.299805,1845770000,4273.620117,4323.22998,4268.100098,4323.22998,4323.22998,1686190000
9/11/2015,4273.620117,4323.22998,4268.100098,4323.22998,4323.22998,1686190000,4334.859863,4334.939941,4293.77002,4308.759766,4308.759766,1467740000
9/14/2015,4334.859863,4334.939941,4293.77002,4308.759766,4308.759766,1467740000,4322.410156,4373.189941,4303.890137,4360.279785,4360.279785,1587460000
9/15/2015,4322.410156,4373.189941,4303.890137,4360.279785,4360.279785,1587460000,4357.359863,4388.319824,4346.470215,4383.669922,4383.669922,1666380000
9/16/2015,4357.359863,4388.319824,4346.470215,4383.669922,4383.669922,1666380000,4378.990234,4450.660156,4368.799805,4384.959961,4384.959961,1891510000
9/17/2015,4378.990234,4450.660156,4368.799805,4384.959961,4384.959961,1891510000,4325.290039,4374.919922,4317.089844,4323.859863,4323.859863,3272150000
9/18/2015,4325.290039,4374.919922,4317.089844,4323.859863,4323.859863,3272150000,4343.77002,4372.419922,4299.939941,4336.129883,4336.129883,2021530000
9/21/2015,4343.77002,4372.419922,4299.939941,4336.129883,4336.129883,2021530000,4273.299805,4286.600098,4233.899902,4274.100098,4274.100098,2042880000
9/22/2015,4273.299805,4286.600098,4233.899902,4274.100098,4274.100098,2042880000,4280.009766,4294.72998,4255.060059,4273.529785,4273.529785,1606330000
9/23/2015,4280.009766,4294.72998,4255.060059,4273.529785,4273.529785,1606330000,4239.850098,4275.640137,4198.109863,4261.100098,4261.100098,1995820000
9/24/2015,4239.850098,4275.640137,4198.109863,4261.100098,4261.100098,1995820000,4305.390137,4308.660156,4198.959961,4224.740234,4224.740234,2050530000
9/25/2015,4305.390137,4308.660156,4198.959961,4224.740234,4224.740234,2050530000,4206.680176,4207.02002,4092.290039,4103.470215,4103.470215,2387610000
9/28/2015,4206.680176,4207.02002,4092.290039,4103.470215,4103.470215,2387610000,4110.259766,4155.310059,4053.120117,4083.370117,4083.370117,2293450000
9/29/2015,4110.259766,4155.310059,4053.120117,4083.370117,4083.370117,2293450000,4137.180176,4181.060059,4125.200195,4181.060059,4181.060059,2398350000
9/30/2015,4137.180176,4181.060059,4125.200195,4181.060059,4181.060059,2398350000,4185.279785,4194.180176,4128.339844,4192.959961,4192.959961,2133990000
10/01/2015,4185.279785,4194.180176,4128.339844,4192.959961,4192.959961,2133990000,4136.959961,4267.450195,4124.549805,4267.450195,4267.450195,2183320000
10/02/2015,4136.959961,4267.450195,4124.549805,4267.450195,4267.450195,2183320000,4296.540039,4339.22998,4290.25,4331.430176,4331.430176,2005320000
10/05/2015,4296.540039,4339.22998,4290.25,4331.430176,4331.430176,2005320000,4315.319824,4332.029785,4273.700195,4306.700195,4306.700195,2085020000
10/06/2015,4315.319824,4332.029785,4273.700195,4306.700195,4306.700195,2085020000,4331.870117,4342.589844,4279.209961,4333.459961,4333.459961,2149890000
10/07/2015,4331.870117,4342.589844,4279.209961,4333.459961,4333.459961,2149890000,4316.180176,4358.089844,4275.589844,4350.149902,4350.149902,1984230000
10/08/2015,4316.180176,4358.089844,4275.589844,4350.149902,4350.149902,1984230000,4355.240234,4378.259766,4341.509766,4370.009766,4370.009766,1804260000
10/09/2015,4355.240234,4378.259766,4341.509766,4370.009766,4370.009766,1804260000,4378.640137,4389.77002,4363.959961,4382.560059,4382.560059,1343820000
10/12/2015,4378.640137,4389.77002,4363.959961,4382.560059,4382.560059,1343820000,4354.060059,4399.930176,4349.180176,4352.939941,4352.939941,1565060000
10/13/2015,4354.060059,4399.930176,4349.180176,4352.939941,4352.939941,1565060000,4356.819824,4373.709961,4328.959961,4346.919922,4346.919922,1902460000
10/14/2015,4356.819824,4373.709961,4328.959961,4346.919922,4346.919922,1902460000,4361.97998,4418.25,4357.220215,4418.220215,4418.220215,1942900000
10/15/2015,4361.97998,4418.25,4357.220215,4418.220215,4418.220215,1942900000,4419.950195,4438.75,4405.879883,4438.620117,4438.620117,1855290000
10/16/2015,4419.950195,4438.75,4405.879883,4438.620117,4438.620117,1855290000,4428.060059,4464.779785,4420.799805,4462.069824,4462.069824,1619920000
10/19/2015,4428.060059,4464.779785,4420.799805,4462.069824,4462.069824,1619920000,4454.620117,4463.109863,4424.339844,4438.180176,4438.180176,1711700000
10/20/2015,4454.620117,4463.109863,4424.339844,4438.180176,4438.180176,1711700000,4462.220215,4464.72998,4409.899902,4413.52002,4413.52002,1895390000
10/21/2015,4462.220215,4464.72998,4409.899902,4413.52002,4413.52002,1895390000,4451.319824,4504.700195,4438.600098,4503.220215,4503.220215,2156040000
10/22/2015,4451.319824,4504.700195,4438.600098,4503.220215,4503.220215,2156040000,4623.720215,4645.959961,4598.740234,4624.089844,4624.089844,2178270000
10/23/2015,4623.720215,4645.959961,4598.740234,4624.089844,4624.089844,2178270000,4621.140137,4638.75,4606.660156,4630.850098,4630.850098,1758690000
10/26/2015,4621.140137,4638.75,4606.660156,4630.850098,4630.850098,1758690000,4617.600098,4645.939941,4617.439941,4639.22998,4639.22998,1986840000
10/27/2015,4617.600098,4645.939941,4617.439941,4639.22998,4639.22998,1986840000,4649.100098,4678.580078,4609.930176,4678.580078,4678.580078,2141130000
10/28/2015,4649.100098,4678.580078,4609.930176,4678.580078,4678.580078,2141130000,4657.779785,4678.200195,4653,4670.759766,4670.759766,1928310000
10/29/2015,4657.779785,4678.200195,4653,4670.759766,4670.759766,1928310000,4676.299805,4681.22998,4648.830078,4648.830078,4648.830078,2016390000
10/30/2015,4676.299805,4681.22998,4648.830078,4648.830078,4648.830078,2016390000,4658.790039,4707.77002,4652.450195,4703.919922,4703.919922,1888180000
11/02/2015,4658.790039,4707.77002,4652.450195,4703.919922,4703.919922,1888180000,4692.029785,4735.310059,4685.97998,4719.049805,4719.049805,2028630000
11/03/2015,4692.029785,4735.310059,4685.97998,4719.049805,4719.049805,2028630000,4729.069824,4737.120117,4698.839844,4717.549805,4717.549805,2096110000
11/04/2015,4729.069824,4737.120117,4698.839844,4717.549805,4717.549805,2096110000,4718.509766,4731.560059,4678.790039,4702.899902,4702.899902,2054490000
11/05/2015,4718.509766,4731.560059,4678.790039,4702.899902,4702.899902,2054490000,4695.879883,4710.470215,4665.410156,4707.22998,4707.22998,2066430000
11/06/2015,4695.879883,4710.470215,4665.410156,4707.22998,4707.22998,2066430000,4687.350098,4694.27002,4627.120117,4655.52002,4655.52002,1850770000
11/09/2015,4687.350098,4694.27002,4627.120117,4655.52002,4655.52002,1850770000,4628.830078,4647.319824,4616.709961,4641.72998,4641.72998,1906120000
11/10/2015,4628.830078,4647.319824,4616.709961,4641.72998,4641.72998,1906120000,4657.189941,4677.779785,4631.060059,4636.939941,4636.939941,1672340000
11/11/2015,4657.189941,4677.779785,4631.060059,4636.939941,4636.939941,1672340000,4617.779785,4639.259766,4588.080078,4588.930176,4588.930176,1820930000
11/12/2015,4617.779785,4639.259766,4588.080078,4588.930176,4588.930176,1820930000,4566.120117,4575.799805,4499.149902,4502.140137,4502.140137,2001050000
11/13/2015,4566.120117,4575.799805,4499.149902,4502.140137,4502.140137,2001050000,4494.560059,4566.029785,4486.089844,4565.470215,4565.470215,1819190000
11/16/2015,4494.560059,4566.029785,4486.089844,4565.470215,4565.470215,1819190000,4571.549805,4598.27002,4554.890137,4565.819824,4565.819824,1861710000
11/17/2015,4571.549805,4598.27002,4554.890137,4565.819824,4565.819824,1861710000,4586.240234,4657.629883,4580.720215,4653.439941,4653.439941,2017390000
11/18/2015,4586.240234,4657.629883,4580.720215,4653.439941,4653.439941,2017390000,4657.609863,4678.02002,4648.939941,4655.350098,4655.350098,1794110000
11/19/2015,4657.609863,4678.02002,4648.939941,4655.350098,4655.350098,1794110000,4680.509766,4691.589844,4674.609863,4686.359863,4686.359863,1766630000
11/20/2015,4680.509766,4691.589844,4674.609863,4686.359863,4686.359863,1766630000,4689.97998,4706.620117,4655.600098,4674.790039,4674.790039,1668280000
11/23/2015,4689.97998,4706.620117,4655.600098,4674.790039,4674.790039,1668280000,4645.52002,4682.129883,4621.629883,4669.410156,4669.410156,1956920000
