,former,,,,,,forecast,,,,,
Date,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
3/23/2011,2251.48999,2276.620117,2234.939941,2270.5,2270.5,1769950000,2287.01001,2315.560059,2275.649902,2312.090088,2312.090088,1954180000
3/24/2011,2287.01001,2315.560059,2275.649902,2312.090088,2312.090088,1954180000,2319.070068,2331.629883,2314.02002,2316.360107,2316.360107,1857570000
3/25/2011,2319.070068,2331.629883,2314.02002,2316.360107,2316.360107,1857570000,2325.129883,2326.120117,2303.060059,2303.100098,2303.100098,1669260000
3/28/2011,2325.129883,2326.120117,2303.060059,2303.100098,2303.100098,1669260000,2299.27002,2325.540039,2291.780029,2325.540039,2325.540039,1631160000
3/29/2011,2299.27002,2325.540039,2291.780029,2325.540039,2325.540039,1631160000,2338.409912,2340.389893,2326.790039,2336.52002,2336.52002,1818410000
3/30/2011,2338.409912,2340.389893,2326.790039,2336.52002,2336.52002,1818410000,2332.73999,2342.23999,2329.620117,2338.98999,2338.98999,1896420000
3/31/2011,2332.73999,2342.23999,2329.620117,2338.98999,2338.98999,1896420000,2352.469971,2359.159912,2334.949951,2342.919922,2342.919922,2090120000
4/01/2011,2352.469971,2359.159912,2334.949951,2342.919922,2342.919922,2090120000,2347.709961,2350.340088,2324.02002,2334.540039,2334.540039,1705920000
4/04/2011,2347.709961,2350.340088,2324.02002,2334.540039,2334.540039,1705920000,2330.120117,2342.340088,2323.409912,2327.870117,2327.870117,1954520000
4/05/2011,2330.120117,2342.340088,2323.409912,2327.870117,2327.870117,1954520000,2343.370117,2352.25,2320.320068,2332.340088,2332.340088,1996750000
4/06/2011,2343.370117,2352.25,2320.320068,2332.340088,2332.340088,1996750000,2331.73999,2346.860107,2315.830078,2332.879883,2332.879883,1806900000
4/07/2011,2331.73999,2346.860107,2315.830078,2332.879883,2332.879883,1806900000,2342.73999,2345.409912,2313.330078,2321.179932,2321.179932,1650810000
4/08/2011,2342.73999,2345.409912,2313.330078,2321.179932,2321.179932,1650810000,2330.26001,2333.97998,2305.530029,2314.5,2314.5,2053190000
4/11/2011,2330.26001,2333.97998,2305.530029,2314.5,2314.5,2053190000,2302.889893,2308.199951,2288.679932,2298.300049,2298.300049,1818610000
4/12/2011,2302.889893,2308.199951,2288.679932,2298.300049,2298.300049,1818610000,2312.800049,2322.600098,2298.820068,2316.629883,2316.629883,1744940000
4/13/2011,2312.800049,2322.600098,2298.820068,2316.629883,2316.629883,1744940000,2301.27002,2315.219971,2291.790039,2311.25,2311.25,1717650000
4/14/2011,2301.27002,2315.219971,2291.790039,2311.25,2311.25,1717650000,2304.459961,2316.820068,2293.530029,2307.580078,2307.580078,1785050000
4/15/2011,2304.459961,2316.820068,2293.530029,2307.580078,2307.580078,1785050000,2281.919922,2293.080078,2254.879883,2292.340088,2292.340088,1786230000
4/18/2011,2281.919922,2293.080078,2254.879883,2292.340088,2292.340088,1786230000,2297,2306.77002,2286.590088,2306.77002,2306.77002,1675970000
4/19/2011,2297,2306.77002,2286.590088,2306.77002,2306.77002,1675970000,2344.209961,2360.689941,2344.209961,2357.76001,2357.76001,2094470000
4/20/2011,2344.209961,2360.689941,2344.209961,2357.76001,2357.76001,2094470000,2381.199951,2381.199951,2370.280029,2377.300049,2377.300049,2094470000
4/21/2011,2381.199951,2381.199951,2370.280029,2377.300049,2377.300049,2094470000,2377.909912,2385.030029,2375.120117,2383.719971,2383.719971,1480600000
4/25/2011,2377.909912,2385.030029,2375.120117,2383.719971,2383.719971,1480600000,2389.23999,2405.22998,2384.800049,2396.030029,2396.030029,2057740000
4/26/2011,2389.23999,2405.22998,2384.800049,2396.030029,2396.030029,2057740000,2402.449951,2415.850098,2390.459961,2413.590088,2413.590088,2071380000
4/27/2011,2402.449951,2415.850098,2390.459961,2413.590088,2413.590088,2071380000,2404.959961,2411.97998,2398.929932,2409.899902,2409.899902,1983630000
4/28/2011,2404.959961,2411.97998,2398.929932,2409.899902,2409.899902,1983630000,2405.050049,2415.560059,2403.25,2404.080078,2404.080078,2455650000
4/29/2011,2405.050049,2415.560059,2403.25,2404.080078,2404.080078,2455650000,2410.23999,2417.830078,2397.47998,2404.23999,2404.23999,2062630000
5/02/2011,2410.23999,2417.830078,2397.47998,2404.23999,2404.23999,2062630000,2401.800049,2404.120117,2377.330078,2392.800049,2392.800049,2214380000
5/03/2011,2401.800049,2404.120117,2377.330078,2392.800049,2392.800049,2214380000,2392.159912,2398.459961,2367.679932,2387.51001,2387.51001,2209580000
5/04/2011,2392.159912,2398.459961,2367.679932,2387.51001,2387.51001,2209580000,2376.459961,2402.050049,2366.72998,2375.209961,2375.209961,2227690000
5/05/2011,2376.459961,2402.050049,2366.72998,2375.209961,2375.209961,2227690000,2395.919922,2411.629883,2376.149902,2383.179932,2383.179932,2043740000
5/06/2011,2395.919922,2411.629883,2376.149902,2383.179932,2383.179932,2043740000,2384.199951,2399.679932,2376.959961,2390.969971,2390.969971,1649110000
5/09/2011,2384.199951,2399.679932,2376.959961,2390.969971,2390.969971,1649110000,2397.199951,2414.580078,2394.840088,2411.350098,2411.350098,2018000000
5/10/2011,2397.199951,2414.580078,2394.840088,2411.350098,2411.350098,2018000000,2408.149902,2415.899902,2377.429932,2393.080078,2393.080078,2258770000
5/11/2011,2408.149902,2415.899902,2377.429932,2393.080078,2393.080078,2258770000,2384.139893,2410.449951,2372.189941,2407.889893,2407.889893,2209650000
5/12/2011,2384.139893,2410.449951,2372.189941,2407.889893,2407.889893,2209650000,2403.060059,2406.01001,2378.76001,2379.23999,2379.23999,1917050000
5/13/2011,2403.060059,2406.01001,2378.76001,2379.23999,2379.23999,1917050000,2368.469971,2375.360107,2332.840088,2337.850098,2337.850098,2066020000
5/16/2011,2368.469971,2375.360107,2332.840088,2337.850098,2337.850098,2066020000,2325.860107,2343.72998,2320.330078,2343.51001,2343.51001,2220440000
5/17/2011,2325.860107,2343.72998,2320.330078,2343.51001,2343.51001,2220440000,2340.689941,2366.399902,2337.47998,2362.949951,2362.949951,1875150000
5/18/2011,2340.689941,2366.399902,2337.47998,2362.949951,2362.949951,1875150000,2369.060059,2374.219971,2355.399902,2369.669922,2369.669922,1753390000
5/19/2011,2369.060059,2374.219971,2355.399902,2369.669922,2369.669922,1753390000,2365.48999,2368.98999,2348.72998,2351.429932,2351.429932,1780140000
5/20/2011,2365.48999,2368.98999,2348.72998,2351.429932,2351.429932,1780140000,2318.159912,2325.860107,2306.429932,2316.780029,2316.780029,1795680000
5/23/2011,2318.159912,2325.860107,2306.429932,2316.780029,2316.780029,1795680000,2321.590088,2322.629883,2302.360107,2303.550049,2303.550049,1875370000
5/24/2011,2321.590088,2322.629883,2302.360107,2303.550049,2303.550049,1875370000,2299.48999,2321.51001,2298.719971,2310.949951,2310.949951,1894510000
5/25/2011,2299.48999,2321.51001,2298.719971,2310.949951,2310.949951,1894510000,2306.439941,2332.02002,2306.110107,2325.929932,2325.929932,1904400000
5/26/2011,2306.439941,2332.02002,2306.110107,2325.929932,2325.929932,1904400000,2328.649902,2339.100098,2327.320068,2336.090088,2336.090088,1641320000
5/27/2011,2328.649902,2339.100098,2327.320068,2336.090088,2336.090088,1641320000,2359.050049,2372.540039,2347.22998,2372.540039,2372.540039,2450090000
5/31/2011,2359.050049,2372.540039,2347.22998,2372.540039,2372.540039,2450090000,2368.290039,2373.820068,2321,2322.47998,2322.47998,2254850000
6/01/2011,2368.290039,2373.820068,2321,2322.47998,2322.47998,2254850000,2325.560059,2335.659912,2314.689941,2326.699951,2326.699951,1919030000
6/02/2011,2325.560059,2335.659912,2314.689941,2326.699951,2326.699951,1919030000,2301.399902,2317.929932,2289.409912,2292.310059,2292.310059,1936400000
6/03/2011,2301.399902,2317.929932,2289.409912,2292.310059,2292.310059,1936400000,2288.610107,2299.399902,2273.23999,2274.47998,2274.47998,1878150000
6/06/2011,2288.610107,2299.399902,2273.23999,2274.47998,2274.47998,1878150000,2279.550049,2288.76001,2268.060059,2268.959961,2268.959961,1847300000
6/07/2011,2279.550049,2288.76001,2268.060059,2268.959961,2268.959961,1847300000,2264.399902,2268,2246.620117,2252.889893,2252.889893,2089320000
6/08/2011,2264.399902,2268,2246.620117,2252.889893,2252.889893,2089320000,2253.22998,2267.76001,2246.48999,2256.649902,2256.649902,1704960000
6/09/2011,2253.22998,2267.76001,2246.48999,2256.649902,2256.649902,1704960000,2249.399902,2250.889893,2220.830078,2221.090088,2221.090088,1972000000
6/10/2011,2249.399902,2250.889893,2220.830078,2221.090088,2221.090088,1972000000,2225.209961,2234.219971,2214.370117,2222.280029,2222.280029,1847050000
6/13/2011,2225.209961,2234.219971,2214.370117,2222.280029,2222.280029,1847050000,2240.389893,2256.459961,2240.389893,2250.340088,2250.340088,1701300000
6/14/2011,2240.389893,2256.459961,2240.389893,2250.340088,2250.340088,1701300000,2229.810059,2243.219971,2204.149902,2209.01001,2209.01001,1982430000
6/15/2011,2229.810059,2243.219971,2204.149902,2209.01001,2209.01001,1982430000,2209.75,2216.73999,2180.939941,2199.929932,2199.929932,1958250000
6/16/2011,2209.75,2216.73999,2180.939941,2199.929932,2199.929932,1958250000,2220.040039,2222.51001,2186.780029,2192.959961,2192.959961,2393690000
6/17/2011,2220.040039,2222.51001,2186.780029,2192.959961,2192.959961,2393690000,2187.209961,2210.639893,2186.77002,2204.360107,2204.360107,1625850000
6/20/2011,2187.209961,2210.639893,2186.77002,2204.360107,2204.360107,1625850000,2210.969971,2253.27002,2203.709961,2251.820068,2251.820068,1882490000
6/21/2011,2210.969971,2253.27002,2203.709961,2251.820068,2251.820068,1882490000,2243.209961,2254.639893,2234.830078,2235.75,2235.75,1617370000
6/22/2011,2243.209961,2254.639893,2234.830078,2235.75,2235.75,1617370000,2210.48999,2256.699951,2204.469971,2255.050049,2255.050049,2060450000
6/23/2011,2210.48999,2256.699951,2204.469971,2255.050049,2255.050049,2060450000,2245.48999,2246.959961,2213.100098,2217.060059,2217.060059,2842870000
6/24/2011,2245.48999,2246.959961,2213.100098,2217.060059,2217.060059,2842870000,2217.629883,2263.209961,2215.139893,2252.23999,2252.23999,1710740000
6/27/2011,2217.629883,2263.209961,2215.139893,2252.23999,2252.23999,1710740000,2256.52002,2286.919922,2254.939941,2285.75,2285.75,1682590000
6/28/2011,2256.52002,2286.919922,2254.939941,2285.75,2285.75,1682590000,2290.5,2299.320068,2278.850098,2294.429932,2294.429932,1804490000
6/29/2011,2290.5,2299.320068,2278.850098,2294.429932,2294.429932,1804490000,2303,2327.360107,2302.669922,2325.070068,2325.070068,1859130000
6/30/2011,2303,2327.360107,2302.669922,2325.070068,2325.070068,1859130000,2326.159912,2363.360107,2320.570068,2361.389893,2361.389893,1646380000
7/01/2011,2326.159912,2363.360107,2320.570068,2361.389893,2361.389893,1646380000,2363.080078,2374.409912,2357.310059,2371.209961,2371.209961,1556620000
7/05/2011,2363.080078,2374.409912,2357.310059,2371.209961,2371.209961,1556620000,2368.75,2383.77002,2361.469971,2378.580078,2378.580078,1639490000
7/06/2011,2368.75,2383.77002,2361.469971,2378.580078,2378.580078,1639490000,2396.639893,2418.98999,2394.550049,2412.889893,2412.889893,1873710000
7/07/2011,2396.639893,2418.98999,2394.550049,2412.889893,2412.889893,1873710000,2390.159912,2405.919922,2379.139893,2405.889893,2405.889893,1612120000
7/08/2011,2390.159912,2405.919922,2379.139893,2405.889893,2405.889893,1612120000,2380.560059,2392.090088,2354.120117,2362,2362,1765920000
7/11/2011,2380.560059,2392.090088,2354.120117,2362,2362,1765920000,2362.189941,2366.350098,2342.129883,2343.790039,2343.790039,2015410000
7/12/2011,2362.189941,2366.350098,2342.129883,2343.790039,2343.790039,2015410000,2360.429932,2377.340088,2345.800049,2352.429932,2352.429932,1885510000
7/13/2011,2360.429932,2377.340088,2345.800049,2352.429932,2352.429932,1885510000,2358.889893,2370.719971,2318.199951,2325.060059,2325.060059,1946500000
7/14/2011,2358.889893,2370.719971,2318.199951,2325.060059,2325.060059,1946500000,2351.810059,2357.360107,2336.129883,2356.669922,2356.669922,1804380000
7/15/2011,2351.810059,2357.360107,2336.129883,2356.669922,2356.669922,1804380000,2346.530029,2354.560059,2322.620117,2344.01001,2344.01001,1752220000
7/18/2011,2346.530029,2354.560059,2322.620117,2344.01001,2344.01001,1752220000,2367.810059,2400.580078,2367.810059,2398.169922,2398.169922,1882760000
7/19/2011,2367.810059,2400.580078,2367.810059,2398.169922,2398.169922,1882760000,2411.709961,2412.389893,2384.5,2387.800049,2387.800049,1863670000
7/20/2011,2411.709961,2412.389893,2384.5,2387.800049,2387.800049,1863670000,2389.560059,2417.129883,2377.820068,2404.23999,2404.23999,2284150000
7/21/2011,2389.560059,2417.129883,2377.820068,2404.23999,2404.23999,2284150000,2403.199951,2432.840088,2402.060059,2429.5,2429.5,1665220000
7/22/2011,2403.199951,2432.840088,2402.060059,2429.5,2429.5,1665220000,2408.649902,2437.419922,2406.169922,2424.149902,2424.149902,1613240000
7/25/2011,2408.649902,2437.419922,2406.169922,2424.149902,2424.149902,1613240000,2423.159912,2438.439941,2418.52002,2429.449951,2429.449951,1739980000
7/26/2011,2423.159912,2438.439941,2418.52002,2429.449951,2429.449951,1739980000,2414.360107,2416.219971,2362.120117,2367.159912,2367.159912,2367470000
7/27/2011,2414.360107,2416.219971,2362.120117,2367.159912,2367.159912,2367470000,2367.439941,2401.25,2359.870117,2371.77002,2371.77002,2067020000
7/28/2011,2367.439941,2401.25,2359.870117,2371.77002,2371.77002,2067020000,2349.300049,2388.23999,2341.820068,2362.810059,2362.810059,2301210000
7/29/2011,2349.300049,2388.23999,2341.820068,2362.810059,2362.810059,2301210000,2391.419922,2396.5,2325.169922,2354.050049,2354.050049,2209790000
8/01/2011,2391.419922,2396.5,2325.169922,2354.050049,2354.050049,2209790000,2340.72998,2352.47998,2291.370117,2292.850098,2292.850098,2377250000
8/02/2011,2340.72998,2352.47998,2291.370117,2292.850098,2292.850098,2377250000,2294.939941,2316.72998,2254.909912,2312.780029,2312.780029,2601310000
8/03/2011,2294.939941,2316.72998,2254.909912,2312.780029,2312.780029,2601310000,2275.300049,2284.300049,2207.050049,2207.199951,2207.199951,3272990000
8/04/2011,2275.300049,2284.300049,2207.050049,2207.199951,2207.199951,3272990000,2227.48999,2240.679932,2131.52002,2194.379883,2194.379883,3750150000
8/05/2011,2227.48999,2240.679932,2131.52002,2194.379883,2194.379883,3750150000,2127.870117,2162.780029,2060.290039,2060.290039,2060.290039,3987990000
8/08/2011,2127.870117,2162.780029,2060.290039,2060.290039,2060.290039,3987990000,2095.98999,2161.75,2034.920044,2160.790039,2160.790039,3803050000
8/09/2011,2095.98999,2161.75,2034.920044,2160.790039,2160.790039,3803050000,2110.139893,2142.310059,2070.23999,2073.090088,2073.090088,3397010000
8/10/2011,2110.139893,2142.310059,2070.23999,2073.090088,2073.090088,3397010000,2108.919922,2187.47998,2091.909912,2167.070068,2167.070068,3134140000
8/11/2011,2108.919922,2187.47998,2091.909912,2167.070068,2167.070068,3134140000,2176.540039,2195.25,2154.860107,2182.050049,2182.050049,2232470000
8/12/2011,2176.540039,2195.25,2154.860107,2182.050049,2182.050049,2232470000,2189.48999,2214.120117,2180.860107,2214.120117,2214.120117,1945850000
8/15/2011,2189.48999,2214.120117,2180.860107,2214.120117,2214.120117,1945850000,2190.139893,2211.899902,2165.040039,2194.27002,2194.27002,2074370000
8/16/2011,2190.139893,2211.899902,2165.040039,2194.27002,2194.27002,2074370000,2193.300049,2214.26001,2158.949951,2181.620117,2181.620117,1913320000
8/17/2011,2193.300049,2214.26001,2158.949951,2181.620117,2181.620117,1913320000,2116.790039,2118.610107,2055.179932,2073.030029,2073.030029,2775580000
8/18/2011,2116.790039,2118.610107,2055.179932,2073.030029,2073.030029,2775580000,2053.01001,2102.879883,2035.300049,2038.219971,2038.219971,2385300000
8/19/2011,2053.01001,2102.879883,2035.300049,2038.219971,2038.219971,2385300000,2084.27002,2084.830078,2038.140015,2044.72998,2044.72998,1957230000
8/22/2011,2084.27002,2084.830078,2038.140015,2044.72998,2044.72998,1957230000,2059.030029,2129.27002,2050.189941,2129.27002,2129.27002,2147270000
8/23/2011,2059.030029,2129.27002,2050.189941,2129.27002,2129.27002,2147270000,2121.52002,2148.219971,2105.310059,2145.040039,2145.040039,1888640000
8/24/2011,2121.52002,2148.219971,2105.310059,2145.040039,2145.040039,1888640000,2141.860107,2153.709961,2102.5,2108.209961,2108.209961,1789230000
8/25/2011,2141.860107,2153.709961,2102.5,2108.209961,2108.209961,1789230000,2101.909912,2169.409912,2082.040039,2161.969971,2161.969971,1852130000
8/26/2011,2101.909912,2169.409912,2082.040039,2161.969971,2161.969971,1852130000,2188.669922,2224.5,2187.719971,2223.959961,2223.959961,1615510000
8/29/2011,2188.669922,2224.5,2187.719971,2223.959961,2223.959961,1615510000,2212.070068,2250.100098,2202.449951,2237.689941,2237.689941,1871800000
8/30/2011,2212.070068,2250.100098,2202.449951,2237.689941,2237.689941,1871800000,2248.189941,2268.070068,2222.47998,2241.01001,2241.01001,1995490000
8/31/2011,2248.189941,2268.070068,2222.47998,2241.01001,2241.01001,1995490000,2245.01001,2263.939941,2217.02002,2219.050049,2219.050049,1742440000
9/01/2011,2245.01001,2263.939941,2217.02002,2219.050049,2219.050049,1742440000,2178.110107,2189.76001,2156.98999,2167.830078,2167.830078,1571530000
9/02/2011,2178.110107,2189.76001,2156.98999,2167.830078,2167.830078,1571530000,2116.47998,2171.389893,2112.840088,2167.600098,2167.600098,1737170000
9/06/2011,2116.47998,2171.389893,2112.840088,2167.600098,2167.600098,1737170000,2198.610107,2223.800049,2193.830078,2223.75,2223.75,1791480000
9/07/2011,2198.610107,2223.800049,2193.830078,2223.75,2223.75,1791480000,2212.709961,2244.51001,2206.790039,2214.290039,2214.290039,1979990000
9/08/2011,2212.709961,2244.51001,2206.790039,2214.290039,2214.290039,1979990000,2197.719971,2206.48999,2151.350098,2163.659912,2163.659912,2054190000
9/09/2011,2197.719971,2206.48999,2151.350098,2163.659912,2163.659912,2054190000,2145.780029,2192.280029,2139.580078,2191.840088,2191.840088,1980350000
9/12/2011,2145.780029,2192.280029,2139.580078,2191.840088,2191.840088,1980350000,2197.659912,2225.399902,2189.830078,2220.580078,2220.580078,1931390000
9/13/2011,2197.659912,2225.399902,2189.830078,2220.580078,2220.580078,1931390000,2233.659912,2277.919922,2210.629883,2252.75,2252.75,2323770000
9/14/2011,2233.659912,2277.919922,2210.629883,2252.75,2252.75,2323770000,2273.219971,2289.689941,2254.469971,2286.560059,2286.560059,1967730000
9/15/2011,2273.219971,2289.689941,2254.469971,2286.560059,2286.560059,1967730000,2284.280029,2308.959961,2283.429932,2306.090088,2306.090088,2703730000
9/16/2011,2284.280029,2308.959961,2283.429932,2306.090088,2306.090088,2703730000,2277.639893,2319.72998,2260.23999,2308.76001,2308.76001,1891770000
9/19/2011,2277.639893,2319.72998,2260.23999,2308.76001,2308.76001,1891770000,2318.550049,2337.699951,2293.060059,2295.889893,2295.889893,1914990000
9/20/2011,2318.550049,2337.699951,2293.060059,2295.889893,2295.889893,1914990000,2308.409912,2321.219971,2257.550049,2258.300049,2258.300049,2172030000
9/21/2011,2308.409912,2321.219971,2257.550049,2258.300049,2258.300049,2172030000,2196.629883,2219.719971,2151.47998,2184.590088,2184.590088,2919330000
9/22/2011,2196.629883,2219.719971,2151.47998,2184.590088,2184.590088,2919330000,2165.75,2216.75,2165.620117,2206.860107,2206.860107,1975200000
9/23/2011,2165.75,2216.75,2165.620117,2206.860107,2206.860107,1975200000,2216.659912,2237.129883,2170.139893,2234.280029,2234.280029,1982710000
9/26/2011,2216.659912,2237.129883,2170.139893,2234.280029,2234.280029,1982710000,2270.689941,2290.709961,2241.75,2253.550049,2253.550049,2095620000
9/27/2011,2270.689941,2290.709961,2241.75,2253.550049,2253.550049,2095620000,2266.290039,2281.090088,2218.77002,2220.840088,2220.840088,1929310000
9/28/2011,2266.290039,2281.090088,2218.77002,2220.840088,2220.840088,1929310000,2255.550049,2258.959961,2160.199951,2197.679932,2197.679932,2290370000
9/29/2011,2255.550049,2258.959961,2160.199951,2197.679932,2197.679932,2290370000,2167.23999,2185.610107,2139.169922,2139.179932,2139.179932,2041370000
9/30/2011,2167.23999,2185.610107,2139.169922,2139.179932,2139.179932,2041370000,2128.02002,2153.949951,2084.300049,2085.040039,2085.040039,2547690000
10/03/2011,2128.02002,2153.949951,2084.300049,2085.040039,2085.040039,2547690000,2064.01001,2131.310059,2042.900024,2129.209961,2129.209961,3040940000
10/04/2011,2064.01001,2131.310059,2042.900024,2129.209961,2129.209961,3040940000,2121.030029,2187.560059,2106.620117,2182.77002,2182.77002,2472400000
10/05/2011,2121.030029,2187.560059,2106.620117,2182.77002,2182.77002,2472400000,2181.580078,2218.300049,2169.570068,2217.98999,2217.98999,2249140000
10/06/2011,2181.580078,2218.300049,2169.570068,2217.98999,2217.98999,2249140000,2217.51001,2227.379883,2190.26001,2202.76001,2202.76001,2084900000
10/07/2011,2217.51001,2227.379883,2190.26001,2202.76001,2202.76001,2084900000,2241.169922,2278.73999,2237.47998,2278.649902,2278.649902,1574750000
10/10/2011,2241.169922,2278.73999,2237.47998,2278.649902,2278.649902,1574750000,2272.639893,2300.699951,2269.540039,2294.919922,2294.919922,1661400000
10/11/2011,2272.639893,2300.699951,2269.540039,2294.919922,2294.919922,1661400000,2316.76001,2331.909912,2305.310059,2307.179932,2307.179932,1967190000
10/12/2011,2316.76001,2331.909912,2305.310059,2307.179932,2307.179932,1967190000,2300.860107,2330.639893,2299.72998,2326.879883,2326.879883,1675220000
10/13/2011,2300.860107,2330.639893,2299.72998,2326.879883,2326.879883,1675220000,2360,2371.939941,2344.73999,2371.939941,2371.939941,1664350000
10/14/2011,2360,2371.939941,2344.73999,2371.939941,2371.939941,1664350000,2359.530029,2367.209961,2322.530029,2334.379883,2334.379883,1675210000
10/17/2011,2359.530029,2367.209961,2322.530029,2334.379883,2334.379883,1675210000,2331.97998,2375.26001,2309.879883,2364.870117,2364.870117,1931690000
10/18/2011,2331.97998,2375.26001,2309.879883,2364.870117,2364.870117,1931690000,2348.52002,2357.550049,2310.649902,2316.810059,2316.810059,1980180000
10/19/2011,2348.52002,2357.550049,2310.649902,2316.810059,2316.810059,1980180000,2317.340088,2317.340088,2274.48999,2306.290039,2306.290039,2040180000
10/20/2011,2317.340088,2317.340088,2274.48999,2306.290039,2306.290039,2040180000,2332.209961,2349.790039,2314.77002,2335.929932,2335.929932,2019950000
10/21/2011,2332.209961,2349.790039,2314.77002,2335.929932,2335.929932,2019950000,2341.709961,2389.909912,2341.149902,2384.419922,2384.419922,1884450000
10/24/2011,2341.709961,2389.909912,2341.149902,2384.419922,2384.419922,1884450000,2375.48999,2375.530029,2332.179932,2335.870117,2335.870117,1777770000
10/25/2011,2375.48999,2375.530029,2332.179932,2335.870117,2335.870117,1777770000,2349.850098,2355.02002,2291.780029,2334.790039,2334.790039,2118650000
10/26/2011,2349.850098,2355.02002,2291.780029,2334.790039,2334.790039,2118650000,2390.689941,2412.52002,2365.909912,2399.830078,2399.830078,2810680000
10/27/2011,2390.689941,2412.52002,2365.909912,2399.830078,2399.830078,2810680000,2386.02002,2404.800049,2384.969971,2401.290039,2401.290039,1838530000
10/28/2011,2386.02002,2404.800049,2384.969971,2401.290039,2401.290039,1838530000,2376.98999,2389.290039,2359.850098,2360.080078,2360.080078,1772560000
10/31/2011,2376.98999,2389.290039,2359.850098,2360.080078,2360.080078,1772560000,2301.110107,2321.360107,2287.73999,2298.370117,2298.370117,2294220000
11/01/2011,2301.110107,2321.360107,2287.73999,2298.370117,2298.370117,2294220000,2321.899902,2329.060059,2298.709961,2318.320068,2318.320068,1921790000
11/02/2011,2321.899902,2329.060059,2298.709961,2318.320068,2318.320068,1921790000,2340.139893,2369.77002,2311.199951,2367.709961,2367.709961,2106240000
11/03/2011,2340.139893,2369.77002,2311.199951,2367.709961,2367.709961,2106240000,2353.51001,2364.370117,2331.459961,2356.320068,2356.320068,1930750000
11/04/2011,2353.51001,2364.370117,2331.459961,2356.320068,2356.320068,1930750000,2353.820068,2372.719971,2329.679932,2371.040039,2371.040039,1712700000
11/07/2011,2353.820068,2372.719971,2329.679932,2371.040039,2371.040039,1712700000,2386.189941,2402.51001,2362.22998,2400.01001,2400.01001,1850270000
11/08/2011,2386.189941,2402.51001,2362.22998,2400.01001,2400.01001,1850270000,2346.73999,2354.899902,2307.780029,2314.100098,2314.100098,2144160000
11/09/2011,2346.73999,2354.899902,2307.780029,2314.100098,2314.100098,2144160000,2338.600098,2338.909912,2290.530029,2312.070068,2312.070068,1892390000
11/10/2011,2338.600098,2338.909912,2290.530029,2312.070068,2312.070068,1892390000,2336.439941,2363.120117,2330.629883,2355.780029,2355.780029,1602640000
11/11/2011,2336.439941,2363.120117,2330.629883,2355.780029,2355.780029,1602640000,2350.909912,2362.459961,2333.550049,2341.320068,2341.320068,1401710000
11/14/2011,2350.909912,2362.459961,2333.550049,2341.320068,2341.320068,1401710000,2334.23999,2375.100098,2331.75,2366.23999,2366.23999,1706960000
11/15/2011,2334.23999,2375.100098,2331.75,2366.23999,2366.23999,1706960000,2345.27002,2365.129883,2322.050049,2324.370117,2324.370117,1950030000
11/16/2011,2345.27002,2365.129883,2322.050049,2324.370117,2324.370117,1950030000,2320.639893,2320.810059,2257.919922,2272.090088,2272.090088,2197320000
11/17/2011,2320.639893,2320.810059,2257.919922,2272.090088,2272.090088,2197320000,2273.639893,2274.620117,2250.939941,2253.949951,2253.949951,1755360000
11/18/2011,2273.639893,2274.620117,2250.939941,2253.949951,2253.949951,1755360000,2219.879883,2225.540039,2188.139893,2211.139893,2211.139893,2048520000
11/21/2011,2219.879883,2225.540039,2188.139893,2211.139893,2211.139893,2048520000,2205.310059,2224.040039,2191.870117,2216.330078,2216.330078,1792060000
11/22/2011,2205.310059,2224.040039,2191.870117,2216.330078,2216.330078,1792060000,2199.459961,2203.139893,2166.540039,2166.540039,2166.540039,1707770000
11/23/2011,2199.459961,2203.139893,2166.540039,2166.540039,2166.540039,1707770000,2159.939941,2182.280029,2150.709961,2150.879883,2150.879883,691750000
11/25/2011,2159.939941,2182.280029,2150.709961,2150.879883,2150.879883,691750000,2207.679932,2227.810059,2206.689941,2224.219971,2224.219971,1626060000
11/28/2011,2207.679932,2227.810059,2206.689941,2224.219971,2224.219971,1626060000,2225.120117,2240.629883,2205.77002,2211.389893,2211.389893,1623550000
11/29/2011,2225.120117,2240.629883,2205.77002,2211.389893,2211.389893,1623550000,2270.280029,2295.350098,2264.719971,2295.199951,2295.199951,2440960000
11/30/2011,2270.280029,2295.350098,2264.719971,2295.199951,2295.199951,2440960000,2294.27002,2314.899902,2292.26001,2309.199951,2309.199951,1826860000
12/01/2011,2294.27002,2314.899902,2292.26001,2309.199951,2309.199951,1826860000,2327.870117,2331.120117,2301.25,2302.040039,2302.040039,1662730000
12/02/2011,2327.870117,2331.120117,2301.25,2302.040039,2302.040039,1662730000,2336.550049,2343.100098,2315.179932,2326.949951,2326.949951,1686660000
12/05/2011,2336.550049,2343.100098,2315.179932,2326.949951,2326.949951,1686660000,2327.649902,2335.790039,2313.98999,2321.48999,2321.48999,1491130000
12/06/2011,2327.649902,2335.790039,2313.98999,2321.48999,2321.48999,1491130000,2312.550049,2331.72998,2292.149902,2320.540039,2320.540039,1658010000
12/07/2011,2312.550049,2331.72998,2292.149902,2320.540039,2320.540039,1658010000,2309.530029,2324.040039,2278.419922,2282.590088,2282.590088,1845640000
12/08/2011,2309.530029,2324.040039,2278.419922,2282.590088,2282.590088,1845640000,2287.27002,2325.639893,2287.27002,2318.679932,2318.679932,1664710000
